['SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.5;0.08
['LR', 'CART', 'NAIVE', 'KNN', 'SGD'];0.03;nan;0.25;0.11
['LR', 'CART', 'NAIVE', 'KNN', 'SVC'];0.02;nan;0.22;0.12
['LR', 'CART', 'NAIVE', 'KNN', 'MLP'];0.0;nan;0.4;0.08
['LR', 'CART', 'NAIVE', 'KNN', 'EXTRA'];0.0;nan;0.4;0.08
['LR', 'CART', 'NAIVE', 'SGD', 'SVC'];0.04;nan;0.22;0.1
['LR', 'CART', 'NAIVE', 'SGD', 'MLP'];0.0;nan;0.4;0.1
['LR', 'CART', 'NAIVE', 'SGD', 'EXTRA'];0.0;nan;0.4;0.1
['LR', 'CART', 'NAIVE', 'SVC', 'MLP'];0.0;nan;0.4;0.1
['LR', 'CART', 'NAIVE', 'SVC', 'EXTRA'];0.0;nan;0.4;0.1
['LR', 'CART', 'NAIVE', 'MLP', 'EXTRA'];0.0;nan;0.4;0.08
['LR', 'CART', 'KNN', 'SGD', 'SVC'];0.04;nan;0.4;0.06
['LR', 'CART', 'KNN', 'SGD', 'MLP'];0.0;nan;0.4;0.05
['LR', 'CART', 'KNN', 'SGD', 'EXTRA'];0.0;nan;0.4;0.05
['LR', 'CART', 'KNN', 'SVC', 'MLP'];0.0;nan;0.4;0.05
['LR', 'CART', 'KNN', 'SVC', 'EXTRA'];0.0;nan;0.4;0.05
['LR', 'CART', 'KNN', 'MLP', 'EXTRA'];0.0;nan;0.4;0.03
['LR', 'CART', 'SGD', 'SVC', 'MLP'];0.0;nan;0.4;0.07
['LR', 'CART', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.4;0.07
['LR', 'CART', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.4;0.05
['LR', 'CART', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.4;0.05
['LR', 'NAIVE', 'KNN', 'SGD', 'SVC'];0.04;nan;0.22;0.1
['LR', 'NAIVE', 'KNN', 'SGD', 'MLP'];0.0;nan;0.4;0.1
['LR', 'NAIVE', 'KNN', 'SGD', 'EXTRA'];0.0;nan;0.4;0.1
['LR', 'NAIVE', 'KNN', 'SVC', 'MLP'];0.0;nan;0.4;0.1
['LR', 'NAIVE', 'KNN', 'SVC', 'EXTRA'];0.0;nan;0.4;0.1
['LR', 'NAIVE', 'KNN', 'MLP', 'EXTRA'];0.0;nan;0.4;0.08
['LR', 'NAIVE', 'SGD', 'SVC', 'MLP'];0.0;nan;0.4;0.12
['LR', 'NAIVE', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.4;0.12
['LR', 'NAIVE', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.4;0.1
['LR', 'NAIVE', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.4;0.1
['LR', 'KNN', 'SGD', 'SVC', 'MLP'];0.0;nan;0.4;0.07
['LR', 'KNN', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.4;0.07
['LR', 'KNN', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.4;0.05
['LR', 'KNN', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.4;0.05
['LR', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.4;0.07
['CART', 'NAIVE', 'KNN', 'SGD', 'SVC'];0.02;nan;0.22;0.12
['CART', 'NAIVE', 'KNN', 'SGD', 'MLP'];0.0;nan;0.4;0.07
['CART', 'NAIVE', 'KNN', 'SGD', 'EXTRA'];0.0;nan;0.4;0.07
['CART', 'NAIVE', 'KNN', 'SVC', 'MLP'];0.0;nan;0.4;0.07
['CART', 'NAIVE', 'KNN', 'SVC', 'EXTRA'];0.0;nan;0.4;0.07
['CART', 'NAIVE', 'KNN', 'MLP', 'EXTRA'];0.0;nan;0.4;0.05
['CART', 'NAIVE', 'SGD', 'SVC', 'MLP'];0.0;nan;0.4;0.1
['CART', 'NAIVE', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.4;0.1
['CART', 'NAIVE', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.4;0.07
['CART', 'NAIVE', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.4;0.07
['CART', 'KNN', 'SGD', 'SVC', 'MLP'];0.0;nan;0.4;0.05
['CART', 'KNN', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.4;0.05
['CART', 'KNN', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.4;0.02
